Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
66,3.0,0.0,0.0,779.0,6.0,38.0,5083.0,0.1,20.70700000000002,0.0,0.0,1107.9994249343872,,,,,,,,,,,,,,,,,,,,,6.64344510236411,7.045320197385978,20.49551962985024,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,0.0,888.0,7.0,109.0,5192.0,0.1,52.00700000000003,0.0,0.0,1117.7719190120697,,,,,,,,,,,,,,,,,,,,,18.65833596803685,14.356406017923513,50.073337982110225,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,0.0,953.0,8.0,65.0,5257.0,0.1,38.806,0.0,0.0,1123.7604796886444,,,,,,,,,,,,,,,,,,,,,14.806415744532453,11.690113091662278,37.91938382487131,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,1183.0,9.0,230.0,5487.0,0.1,153.0079999999999,0.0,0.0,1144.0126643180847,,,,,,,,,,,,,,,,,,,,,60.12285773212556,41.94345381080842,139.45852030369832,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,1326.0,10.0,143.0,5630.0,0.1,108.50599999999997,0.0,0.0,1157.0324263572693,,,,,,,,,,,,,,,,,,,,,44.58120103253978,30.952038201546255,102.3354568305511,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,1561.0,11.0,235.0,5865.0,0.1,188.206,0.0,0.0,1177.799402475357,,,,,,,,,,,,,,,,,,,,,80.73689261693451,52.76269446344129,169.57180427175985,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,1679.0,12.0,118.0,5983.0,0.1,62.50500000000003,0.0,0.0,1188.3895568847656,,,,,,,,,,,,,,,,,,,,,24.446691879876518,17.599429823832416,59.73971003854163,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,1863.0,13.0,184.0,6167.0,0.1,111.7079999999998,0.0,0.0,1204.6673736572266,,,,,,,,,,,,,,,,,,,,,39.28807454699169,34.09289502435521,104.68826612734208,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,1986.0,14.0,123.0,6290.0,0.1,75.00500000000002,0.0,0.0,1215.6262822151184,,,,,,,,,,,,,,,,,,,,,30.63954451101052,21.24023181143751,71.37902269150604,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,2160.0,15.0,174.0,6464.0,0.1,70.81800000000008,0.0,0.0,1231.4641177654266,,,,,,,,,,,,,,,,,,,,,30.471167116820776,18.688099809741075,65.64724576595935,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,2212.0,16.0,52.0,6516.0,0.1,28.105000000000015,0.0,0.0,1236.452313899994,,,,,,,,,,,,,,,,,,,,,10.990704340689671,8.604813592356567,27.58863305175459,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,2290.0,17.0,78.0,6594.0,0.1,58.806,0.0,0.0,1243.5964045524597,,,,,,,,,,,,,,,,,,,,,23.417990799738355,18.783825762136523,57.09352667744863,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,2324.0,18.0,34.0,6628.0,0.1,17.20700000000002,0.0,0.0,1246.9637925624847,,,,,,,,,,,,,,,,,,,,,5.290573355044185,5.878233040887696,17.061225896495596,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,2598.0,19.0,274.0,6902.0,0.1,197.31499999999986,0.0,0.0,1271.1749505996704,,,,,,,,,,,,,,,,,,,,,74.63561474329606,55.16161571711587,177.21910254632715,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,2992.0,20.0,394.0,7296.0,0.1,262.9159999999997,0.0,0.0,1305.6856660842896,,,,,,,,,,,,,,,,,,,,,98.98925951671362,63.98165157027168,224.36273285338874,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,53.0,1.0,53.0,7349.0,0.1,34.906,0.0,0.0,1735.7160980701447,,,,,,,,,,,,,,,,,,,,,12.536881386857527,11.714021558573679,34.31013123884299,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,149.0,2.0,96.0,7445.0,0.1,75.90699999999998,0.0,0.0,1744.651690006256,,,,,,,,,,,,,,,,,,,,,30.568659167171734,24.191410393127327,73.11857274687254,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,749.0,3.0,600.0,8045.0,0.1,321.3340000000005,0.0,0.0,1796.8942158222198,,,,,,,,,,,,,,,,,,,,,138.8979798412256,76.10571858248225,238.6662029077185,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,931.0,4.0,182.0,8227.0,0.1,117.50599999999997,0.0,0.0,1812.9463856220245,,,,,,,,,,,,,,,,,,,,,50.39921264474492,32.90223331086954,108.55033541915938,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,977.0,5.0,46.0,8273.0,0.1,27.80600000000002,0.0,0.0,1817.330888748169,,,,,,,,,,,,,,,,,,,,,9.523690127271616,9.338522494714294,27.422728287993205,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,1126.0,6.0,149.0,8422.0,0.1,94.606,0.0,0.0,1830.8619589805603,,,,,,,,,,,,,,,,,,,,,39.6955648416986,26.144077977353053,88.86900998955602,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,1301.0,7.0,175.0,8597.0,0.1,105.1049999999999,0.0,0.0,1846.4163167476654,,,,,,,,,,,,,,,,,,,,,43.217092197378996,28.64025491283583,97.73738589987254,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,1633.0,8.0,332.0,8929.0,0.1,198.02599999999978,0.0,0.0,1875.5351514816284,,,,,,,,,,,,,,,,,,,,,71.18556186204289,53.415755407605566,174.74170212434856,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,2122.0,9.0,489.0,9418.0,0.1,385.7080000000002,0.0,0.0,1918.3383452892303,,,,,,,,,,,,,,,,,,,,,156.38472301229947,91.69569528890055,309.8552711339821,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,2207.0,10.0,85.0,9503.0,0.1,59.705999999999996,0.0,0.0,1925.828646659851,,,,,,,,,,,,,,,,,,,,,25.835200887859152,19.08417512221145,57.62520070073272,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,2265.0,11.0,58.0,9561.0,0.1,37.205999999999996,0.0,0.0,1931.4661812782288,,,,,,,,,,,,,,,,,,,,,14.081366061495869,11.890319781593513,36.462168643551706,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,2564.0,12.0,299.0,9860.0,0.1,185.40699999999993,0.0,0.0,1957.7487976551056,,,,,,,,,,,,,,,,,,,,,77.72789941406477,52.547663092950614,162.4911779398966,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,2872.0,13.0,308.0,10168.0,0.1,223.70899999999995,0.0,0.0,1984.676432609558,,,,,,,,,,,,,,,,,,,,,97.45174856222141,57.47005914953695,194.081831023051,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,2982.0,14.0,110.0,10278.0,0.1,81.40499999999997,0.0,0.0,1994.558256149292,,,,,,,,,,,,,,,,,,,,,31.522741109903,25.218454440823933,78.09360759950208,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,3131.0,15.0,149.0,10427.0,0.1,83.807,0.0,0.0,2008.0540442466736,,,,,,,,,,,,,,,,,,,,,39.40136727789457,24.72693014178343,78.09230278886866,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,3327.0,16.0,196.0,10623.0,0.1,116.50499999999988,0.0,0.0,2025.4076824188232,,,,,,,,,,,,,,,,,,,,,50.900933990959615,32.49594426213681,106.74179378354536,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,3543.0,17.0,216.0,10839.0,0.1,141.4079999999999,0.0,0.0,2044.4289238452911,,,,,,,,,,,,,,,,,,,,,54.03582260748811,41.38501309920815,129.99612456979773,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,3698.0,18.0,155.0,10994.0,0.1,76.10800000000006,0.0,0.0,2058.2546718120575,,,,,,,,,,,,,,,,,,,,,31.88881279181998,20.034344430024074,71.30777826602169,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,3849.0,19.0,151.0,11145.0,0.1,96.41199999999998,0.0,0.0,2071.653068304062,,,,,,,,,,,,,,,,,,,,,41.95380975273102,30.689086417401754,90.25739926847528,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,4408.0,20.0,559.0,11704.0,0.1,372.2070000000013,0.0,0.0,2120.38459444046,,,,,,,,,,,,,,,,,,,,,138.22834193276506,86.07406793657935,295.5281175666001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,118.0,1.0,118.0,11822.0,0.1,66.70699999999997,0.0,0.0,2558.5014367103577,,,,,,,,,,,,,,,,,,,,,28.895859049007633,19.807940506336976,63.42407335485347,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,173.0,2.0,55.0,11877.0,0.1,34.906,0.0,0.0,2563.91978430748,,,,,,,,,,,,,,,,,,,,,12.252985326368286,11.584594824584814,34.30065281202097,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,397.0,3.0,224.0,12101.0,0.1,134.50500000000008,0.0,0.0,2583.633129119873,,,,,,,,,,,,,,,,,,,,,62.28669427742511,31.890754328486686,120.79424818397656,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,755.0,4.0,358.0,12459.0,0.1,221.20599999999962,0.0,0.0,2614.9395570755005,,,,,,,,,,,,,,,,,,,,,88.72037286028173,56.28246889061296,189.82356382009553,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,898.0,5.0,143.0,12602.0,0.1,91.40699999999995,0.0,0.0,2627.7612330913544,,,,,,,,,,,,,,,,,,,,,36.69578750326027,26.592455363925957,86.33208021538431,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,999.0,6.0,101.0,12703.0,0.1,56.70700000000001,0.0,0.0,2637.0779662132263,,,,,,,,,,,,,,,,,,,,,21.212619537959284,17.271299852762752,54.67381838962698,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,1046.0,7.0,47.0,12750.0,0.1,34.504999999999995,0.0,0.0,2641.59290099144,,,,,,,,,,,,,,,,,,,,,13.695409290154902,11.553046514860375,33.929140114451506,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1129.0,8.0,83.0,12833.0,0.1,63.105999999999995,0.0,0.0,2649.1489458084106,,,,,,,,,,,,,,,,,,,,,26.435499419560667,19.66119856181418,61.033860234785784,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1458.0,9.0,329.0,13162.0,0.1,176.91399999999962,0.0,0.0,2677.908863544464,,,,,,,,,,,,,,,,,,,,,70.92485766654455,42.38237298707897,153.88734262561542,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1642.0,10.0,184.0,13346.0,0.1,144.00499999999994,0.0,0.0,2694.4534780979156,,,,,,,,,,,,,,,,,,,,,62.329360801685375,39.20668649783005,132.80186854771677,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,2231.0,11.0,589.0,13935.0,0.1,393.1230000000002,0.0,0.0,2745.696754217148,,,,,,,,,,,,,,,,,,,,,157.00875883735932,91.1998520006109,301.24703386549265,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,2386.0,12.0,155.0,14090.0,0.1,119.70699999999997,0.0,0.0,2759.507394552231,,,,,,,,,,,,,,,,,,,,,52.55687671981263,35.813962964034964,111.78414060549942,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,2633.0,13.0,247.0,14337.0,0.1,148.22899999999984,0.0,0.0,2781.210614681244,,,,,,,,,,,,,,,,,,,,,51.42888627834289,42.9906360646911,135.79752434040591,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,2691.0,14.0,58.0,14395.0,0.1,29.208000000000034,0.0,0.0,2786.607194662094,,,,,,,,,,,,,,,,,,,,,8.547377821304435,9.475542713263993,28.76976284228607,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,3109.0,15.0,418.0,14813.0,0.1,229.3069999999994,0.0,0.0,2823.2452726364136,,,,,,,,,,,,,,,,,,,,,84.48038203419894,56.02732648629583,194.38277146987323,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,3356.0,16.0,247.0,15060.0,0.1,157.51099999999988,0.0,0.0,2844.843783378601,,,,,,,,,,,,,,,,,,,,,60.28863806781662,43.81193871137754,142.90537424035585,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,3713.0,17.0,357.0,15417.0,0.1,231.40699999999958,0.0,0.0,2876.01996922493,,,,,,,,,,,,,,,,,,,,,98.10885346836561,55.19888981252549,196.7754935233466,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,4054.0,18.0,341.0,15758.0,0.1,263.20500000000004,0.0,0.0,2905.842478990555,,,,,,,,,,,,,,,,,,,,,109.95475467523332,68.27251232220299,226.16252754831447,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,4113.0,19.0,59.0,15817.0,0.1,39.007,0.0,0.0,2911.5848302841187,,,,,,,,,,,,,,,,,,,,,13.903867511055662,13.040834141841211,38.26315987343472,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,4176.0,20.0,63.0,15880.0,0.1,42.507,0.0,0.0,2917.4634206295013,,,,,,,,,,,,,,,,,,,,,15.352555927923516,14.134345284494605,41.62299334022794,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
